year,state_po,city,blue votes,red votes,other votes,winner
2024,TX,East Alto Bonito,12014,16402,52971,Other
2024,TX,East Bernard,7030,23122,43060,Other
2024,TX,East Mountain,4915,29906,50464,Other
2024,TX,East Tawakoni,1559,10310,16029,Other
2024,TX,Eastland,1615,13010,20963,Other
2024,TX,Easton,7411,30057,56198,Other
2024,TX,Ector,4548,23772,41560,Other
2024,TX,Edcouch,186511,192036,667064,Other
2024,TX,Eden,239,1695,3000,Other
2024,TX,Edgecliff Village,692730,771904,2152946,Other
2024,TX,Edgewater Estates,14075,30533,71202,Other
2024,TX,Edgewood,5520,38968,69925,Other
2024,TX,Edinburg,186511,192036,667064,Other
2024,TX,Edmonson,3248,12890,27721,Other
2024,TX,Edna,1552,9635,16280,Other
2024,TX,Edom,5520,38968,69925,Other
2024,TX,Edroy,14075,30533,71202,Other
2024,TX,Eidson Road,10867,15428,51839,Other
2024,TX,El Brazil,12014,16402,52971,Other
2024,TX,El Camino Angosto,96351,105792,355898,Other
2024,TX,El Campo,7030,23122,43060,Other
2024,TX,El Castillo,12014,16402,52971,Other
2024,TX,El Cenizo,54904,56103,215284,Other
2024,TX,El Chaparral,12014,16402,52971,Other
2024,TX,El Indio,10867,15428,51839,Other
2024,TX,El Lago,1455904,1297052,4293526,Other
2024,TX,El Paso,250950,177576,778906,Other
2024,TX,El Quiote,12014,16402,52971,Other
2024,TX,El Rancho Vela,12014,16402,52971,Other
2024,TX,El Refugio,12014,16402,52971,Other
2024,TX,Elbert,113,1385,2122,Other
2024,TX,Eldorado,327,1639,2854,Other
2024,TX,Electra,21800,57230,125117,Other
2024,TX,Elgin,29061,42001,102055,Other
2024,TX,Elias-Fela Solis,12014,16402,52971,Other
2024,TX,Elkhart,6312,27163,50172,Other
2024,TX,Elm Creek,10867,15428,51839,Other
2024,TX,Elmendorf,747781,603686,2069815,Other
2024,TX,Elmo,44035,79168,178590,Other
2024,TX,Elsa,186511,192036,667064,Other
2024,TX,Emerald Bay,50030,136853,267511,Other
2024,TX,Emhouse,7852,25427,53009,Other
2024,TX,Emory,1559,10310,16029,Other
2024,TX,Encantada-Ranchito-El Calaboz,96351,105792,355898,Other
2024,TX,Enchanted Oaks,12433,56352,98418,Other
2024,TX,Encinal,1545,2344,6589,Other
2024,TX,Encino,2252,1750,7374,Other
2024,TX,Ennis,61445,118218,248557,Other
2024,TX,Escobares,12014,16402,52971,Other
2024,TX,Estelline,249,1673,3050,Other
2024,TX,Eugenio Saenz,12014,16402,52971,Other
2024,TX,Euless,692730,771904,2152946,Other
2024,TX,Eureka,7852,25427,53009,Other
2024,TX,Eustace,12433,56352,98418,Other
2024,TX,Evadale,4582,23493,40440,Other
2024,TX,Evant,12452,29604,71400,Other
2024,TX,Evergreen,12014,16402,52971,Other
2024,TX,Everman,692730,771904,2152946,Other
2024,TX,Fabens,250950,177576,778906,Other
2024,TX,Fabrica,10867,15428,51839,Other
2024,TX,Fair Oaks Ranch,747781,603686,2069815,Other
2024,TX,Fairchilds,332689,321165,934297,Other
2024,TX,Fairfield,2642,13277,22521,Other
2024,TX,Fairview,412218,519368,1287909,Other
2024,TX,Falcon Heights,12014,16402,52971,Other
2024,TX,Falcon Lake Estates,3225,5069,13089,Other
2024,TX,Falcon Mesa,3225,5069,13089,Other
2024,TX,Falconaire,12014,16402,52971,Other
2024,TX,Falfurrias,2252,1750,7374,Other
2024,TX,Falls City,1750,6725,13558,Other
2024,TX,Falman,14075,30533,71202,Other
2024,TX,Fannett,70913,86256,235572,Other
2024,TX,Farmers Branch,915104,570084,2344010,Other
2024,TX,Farmersville,412218,519368,1287909,Other
2024,TX,Farwell,526,3225,7072,Other
2024,TX,Fate,33518,81236,151271,Other
2024,TX,Fayetteville,4252,18189,31860,Other
2024,TX,Fernando Salinas,12014,16402,52971,Other
2024,TX,Ferris,61445,118218,248557,Other
2024,TX,Fifth Street,332689,321165,934297,Other
2024,TX,Flatonia,4252,18189,31860,Other
2024,TX,Flor del Rio,12014,16402,52971,Other
2024,TX,Florence,274807,285567,763030,Other
2024,TX,Floresville,11340,38054,66603,Other
2024,TX,Flowella,2252,1750,7374,Other
2024,TX,Flower Mound,353554,465295,1123012,Other
2024,TX,Floydada,608,3051,5778,Other
2024,TX,Follett,180,1747,3094,Other
2024,TX,Forest Hill,692730,771904,2152946,Other
2024,TX,Forney,44035,79168,178590,Other
2024,TX,Forsan,3083,14124,26945,Other
2024,TX,Fort Bliss,250950,177576,778906,Other
2024,TX,Fort Clark Springs,601,1924,3612,Other
2024,TX,Fort Davis,810,1243,2778,Other
2024,TX,Fort Hancock,339,1051,3258,Other
2024,TX,Fort Hood,96159,133602,373408,Other
2024,TX,Fort Stockton,2014,5330,12639,Other
2024,TX,Fort Worth,692730,771904,2152946,Other
2024,TX,Four Corners,332689,321165,934297,Other
2024,TX,Fowlerton,1545,2344,6589,Other
2024,TX,Franklin,3312,11154,20843,Other
2024,TX,Frankston,6312,27163,50172,Other
2024,TX,Fredericksburg,5844,23674,38593,Other
2024,TX,Freeport,118863,177854,415734,Other
2024,TX,Freer,3534,4212,12522,Other
2024,TX,Fresno,332689,321165,934297,Other
2024,TX,Friendswood,104478,185942,408036,Other
2024,TX,Friona,526,3225,7072,Other
2024,TX,Frisco,412218,519368,1287909,Other
2024,TX,Fritch,1565,13036,21780,Other
2024,TX,Fronton,12014,16402,52971,Other
2024,TX,Fronton Ranchettes,12014,16402,52971,Other
2024,TX,Frost,7852,25427,53009,Other
2024,TX,Fruitvale,5520,38968,69925,Other
2024,TX,Fulshear,332689,321165,934297,Other
2024,TX,Fulton,5263,18743,33067,Other
2024,TX,Gail,27,665,876,Other
2024,TX,Gainesville,5690,28989,50905,Other
2024,TX,Galena Park,1455904,1297052,4293526,Other
2024,TX,Gallatin,6606,29636,52919,Other
2024,TX,Galveston,104478,185942,408036,Other
2024,TX,Ganado,1552,9635,16280,Other
2024,TX,Garceno,12014,16402,52971,Other
2024,TX,Garden City,66,1088,1505,Other
2024,TX,Garden Ridge,51395,139421,249006,Other
2024,TX,Gardendale,17132,55784,129769,Other
2024,TX,Garfield,740017,306555,1527041,Other
2024,TX,Garland,915104,570084,2344010,Other
2024,TX,Garrett,61445,118218,248557,Other
2024,TX,Garrison,13611,30623,65900,Other
2024,TX,Gary City,3106,16037,29325,Other
2024,TX,Garza-Salinas II,12014,16402,52971,Other
2024,TX,Gatesville,12452,29604,71400,Other
2024,TX,George West,1282,7373,12910,Other
2024,TX,Georgetown,274807,285567,763030,Other
2024,TX,Geronimo,54057,99871,217117,Other
2024,TX,Gholson,59389,112593,260943,Other
2024,TX,Giddings,2838,11976,20657,Other
2024,TX,Gilmer,4915,29906,50464,Other
2024,TX,Girard,91,669,1054,Other
2024,TX,Gladewater,23687,60601,123715,Other
2024,TX,Glen Rose,1362,8238,12802,Other
2024,TX,Glenn Heights,915104,570084,2344010,Other
2024,TX,Glidden,3743,14012,24876,Other
2024,TX,Godley,34788,110651,211244,Other
2024,TX,Goldsmith,17132,55784,129769,Other
2024,TX,Goldthwaite,570,4386,6394,Other
2024,TX,Goliad,1363,5531,9868,Other
2024,TX,Golinda,2768,7203,16906,Other
2024,TX,Gonzales,3029,10843,21008,Other
2024,TX,Goodlow,7852,25427,53009,Other
2024,TX,Goodrich,8980,35286,68891,Other
2024,TX,Gordon,3765,19332,33845,Other
2024,TX,Goree,287,1724,3615,Other
2024,TX,Gorman,1615,13010,20963,Other
2024,TX,Graford,3765,19332,33845,Other
2024,TX,Graham,1767,13392,20798,Other
2024,TX,Granbury,11086,55268,88780,Other
2024,TX,Grand Prairie,915104,570084,2344010,Other
2024,TX,Grand Saline,5520,38968,69925,Other
2024,TX,Grandfalls,1007,5279,10849,Other
2024,TX,Grandview,34788,110651,211244,Other
2024,TX,Granger,274807,285567,763030,Other
2024,TX,Granite Shoals,11208,39898,67751,Other
2024,TX,Granjeno,186511,192036,667064,Other
2024,TX,Grape Creek,20797,60154,118863,Other
2024,TX,Grapeland,3559,12310,23355,Other
2024,TX,Grapevine,692730,771904,2152946,Other
2024,TX,Grays Prairie,44035,79168,178590,Other
2024,TX,Green Valley Farms,96351,105792,355898,Other
2024,TX,Greenville,17552,62320,120212,Other
2024,TX,Gregory,14075,30533,71202,Other
2024,TX,Grey Forest,747781,603686,2069815,Other
2024,TX,Groesbeck,3385,12427,23635,Other
2024,TX,Groom,503,4754,7510,Other
2024,TX,Groves,70913,86256,235572,Other
2024,TX,Groveton,2060,11048,19726,Other
2024,TX,Gruver,240,3211,5018,Other
2024,TX,Guadalupe Guerra,12014,16402,52971,Other
2024,TX,Gun Barrel City,12433,56352,98418,Other
2024,TX,Gunter,26780,91946,166974,Other
2024,TX,Gustine,1447,10084,16612,Other
2024,TX,Guthrie,12,229,300,Other
2024,TX,Gutierrez,12014,16402,52971,Other
2024,TX,H. Cuellar Estates,12014,16402,52971,Other
2024,TX,Hackberry,353554,465295,1123012,Other
2024,TX,Hale Center,3248,12890,27721,Other
2024,TX,Hallettsville,2122,16078,24948,Other
2024,TX,Hallsburg,59389,112593,260943,Other
2024,TX,Hallsville,13208,41646,77885,Other
2024,TX,Haltom City,692730,771904,2152946,Other
2024,TX,Hamilton,1075,6697,10771,Other
2024,TX,Hamlin,1449,9677,17909,Other
2024,TX,Happy,663,3137,6201,Other
2024,TX,Hardin,10399,45848,86076,Other
2024,TX,Hargill,186511,192036,667064,Other
2024,TX,Harker Heights,96159,133602,373408,Other
2024,TX,Harlingen,96351,105792,355898,Other
2024,TX,Harper,5844,23674,38593,Other
2024,TX,Hart,644,2547,5733,Other
2024,TX,Hartley,284,3276,4881,Other
2024,TX,Haskell,533,3286,5714,Other
2024,TX,Haslet,692730,771904,2152946,Other
2024,TX,Havana,186511,192036,667064,Other
2024,TX,Hawk Cove,17552,62320,120212,Other
2024,TX,Hawkins,6414,37275,60228,Other
2024,TX,Hawley,1449,9677,17909,Other
2024,TX,Hays,120969,107141,315249,Other
2024,TX,Hearne,3312,11154,20843,Other
2024,TX,Heath,33518,81236,151271,Other
2024,TX,Hebbronville,1450,1139,5139,Other
2024,TX,Hebron,353554,465295,1123012,Other
2024,TX,Hedley,313,2773,4163,Other
2024,TX,Hedwig Village,1455904,1297052,4293526,Other
2024,TX,Heidelberg,186511,192036,667064,Other
2024,TX,Helotes,747781,603686,2069815,Other
2024,TX,Hemphill,990,8811,14059,Other
2024,TX,Hempstead,17757,31281,72395,Other
2024,TX,Henderson,7411,30057,56198,Other
2024,TX,Henrietta,971,8671,14253,Other
2024,TX,Hereford,1686,5698,13100,Other
2024,TX,Hermleigh,1260,8753,15155,Other
2024,TX,Hewitt,59389,112593,260943,Other
2024,TX,Hickory Creek,353554,465295,1123012,Other
2024,TX,Hico,1075,6697,10771,Other
2024,TX,Hidalgo,186511,192036,667064,Other
2024,TX,Hideaway,50030,136853,267511,Other
2024,TX,Higgins,180,1747,3094,Other
2024,TX,Highland Haven,11208,39898,67751,Other
2024,TX,Highland Park,915104,570084,2344010,Other
2024,TX,Highland Village,353554,465295,1123012,Other
2024,TX,Highlands,1455904,1297052,4293526,Other
2024,TX,Hill Country Village,747781,603686,2069815,Other
2024,TX,Hillcrest,118863,177854,415734,Other
2024,TX,Hillsboro,5082,23888,43857,Other
2024,TX,Hilltop,3001,4835,14524,Other
2024,TX,Hilltop Lakes,1719,13547,21792,Other
2024,TX,Hilshire Village,1455904,1297052,4293526,Other
2024,TX,Hitchcock,104478,185942,408036,Other
2024,TX,Holiday Beach,5263,18743,33067,Other
2024,TX,Holiday Lakes,118863,177854,415734,Other
2024,TX,Holland,96159,133602,373408,Other
2024,TX,Holliday,917,8137,12169,Other
2024,TX,Holly Lake Ranch,6414,37275,60228,Other
2024,TX,Hollywood Park,747781,603686,2069815,Other
2024,TX,Homestead Meadows North,250950,177576,778906,Other
2024,TX,Homestead Meadows South,250950,177576,778906,Other
2024,TX,Hondo,12684,32218,63495,Other
2024,TX,Honey Grove,4548,23772,41560,Other
2024,TX,Hooks,16345,47693,99688,Other
2024,TX,Horizon City,250950,177576,778906,Other
2024,TX,Hornsby Bend,740017,306555,1527041,Other
2024,TX,Horseshoe Bay,4887,20478,32284,Other
2024,TX,Horseshoe Bend,27118,137880,219829,Other
2024,TX,Houston,1455904,1297052,4293526,Other
2024,TX,Howardwick,313,2773,4163,Other
2024,TX,Howe,26780,91946,166974,Other
2024,TX,Hubbard,5082,23888,43857,Other
2024,TX,Hudson,14246,46949,90775,Other
2024,TX,Hudson Bend,740017,306555,1527041,Other
2024,TX,Hudson Oaks,27118,137880,219829,Other
2024,TX,Hughes Springs,4185,20927,36026,Other
2024,TX,Hull,10399,45848,86076,Other
2024,TX,Humble,1455904,1297052,4293526,Other
2024,TX,Hungerford,7030,23122,43060,Other
2024,TX,Hunters Creek Village,1455904,1297052,4293526,Other
2024,TX,Huntington,14246,46949,90775,Other
2024,TX,Huntsville,13247,31887,64465,Other
2024,TX,Hurst,692730,771904,2152946,Other
2024,TX,Hutchins,915104,570084,2344010,Other
2024,TX,Hutto,274807,285567,763030,Other
2024,TX,Huxley,2877,13766,26376,Other
2024,TX,Iago,7030,23122,43060,Other
2024,TX,Idalou,67441,160282,324533,Other
2024,TX,Iglesia Antigua,96351,105792,355898,Other
2024,TX,Impact,24419,74083,146195,Other
2024,TX,Imperial,2014,5330,12639,Other
2024,TX,Indian Hills,186511,192036,667064,Other
2024,TX,Indian Lake,96351,105792,355898,Other
2024,TX,Indian Springs,8980,35286,68891,Other
2024,TX,Industry,4971,22475,37678,Other
2024,TX,Inez,17461,43532,93886,Other
2024,TX,Ingleside,14075,30533,71202,Other
2024,TX,Ingleside on the Bay,14075,30533,71202,Other
2024,TX,Ingram,11614,40214,68649,Other
2024,TX,Iola,4694,19585,35329,Other
2024,TX,Iowa Colony,118863,177854,415734,Other
2024,TX,Iowa Park,21800,57230,125117,Other
2024,TX,Iraan,2014,5330,12639,Other
2024,TX,Iredell,2602,13636,23349,Other
2024,TX,Irving,915104,570084,2344010,Other
2024,TX,Italy,61445,118218,248557,Other
2024,TX,Itasca,5082,23888,43857,Other
2024,TX,Ivanhoe,2136,13999,24538,Other
2024,TX,Jacinto City,1455904,1297052,4293526,Other
2024,TX,Jacksboro,666,6819,10084,Other
2024,TX,Jacksonville,6606,29636,52919,Other
2024,TX,Jamaica Beach,104478,185942,408036,Other
2024,TX,Jarrell,274807,285567,763030,Other
2024,TX,Jasper,4582,23493,40440,Other
2024,TX,Jayton,91,669,1054,Other
2024,TX,Jefferson,1919,6193,12596,Other
2024,TX,Jersey Village,1455904,1297052,4293526,Other
2024,TX,Jewett,1719,13547,21792,Other
2024,TX,Joaquin,2877,13766,26376,Other
2024,TX,Johnson City,3717,12003,19716,Other
2024,TX,Jolly,971,8671,14253,Other
2024,TX,Jones Creek,118863,177854,415734,Other
2024,TX,Jonestown,740017,306555,1527041,Other
2024,TX,Josephine,412218,519368,1287909,Other
2024,TX,Joshua,34788,110651,211244,Other
2024,TX,Jourdanton,8931,23119,50825,Other
2024,TX,Juarez,96351,105792,355898,Other
2024,TX,Junction,478,3768,5746,Other
2024,TX,Justin,353554,465295,1123012,Other
2024,TX,K-Bar Ranch,9672,12992,39764,Other
2024,TX,Karnes City,1750,6725,13558,Other
2024,TX,Katy,1455904,1297052,4293526,Other
2024,TX,Kaufman,44035,79168,178590,Other
2024,TX,Keene,34788,110651,211244,Other
2024,TX,Keller,692730,771904,2152946,Other
2024,TX,Kemah,104478,185942,408036,Other
2024,TX,Kemp,44035,79168,178590,Other
2024,TX,Kempner,4026,16314,28403,Other
2024,TX,Kendleton,332689,321165,934297,Other
2024,TX,Kenedy,1750,6725,13558,Other
2024,TX,Kenefick,10399,45848,86076,Other
2024,TX,Kennard,3559,12310,23355,Other
2024,TX,Kennedale,692730,771904,2152946,Other
2024,TX,Kerens,7852,25427,53009,Other
2024,TX,Kermit,439,2656,6027,Other
2024,TX,Kerrville,11614,40214,68649,Other
2024,TX,Kilgore,23687,60601,123715,Other
2024,TX,Killeen,96159,133602,373408,Other
2024,TX,Kingsbury,54057,99871,217117,Other
2024,TX,Kingsland,4887,20478,32284,Other
2024,TX,Kingsville,7724,9755,28812,Other
2024,TX,Kirby,747781,603686,2069815,Other
2024,TX,Kirbyville,4582,23493,40440,Other
2024,TX,Kirvin,2642,13277,22521,Other
2024,TX,Knippa,5689,11109,27812,Other
2024,TX,Knollwood,26780,91946,166974,Other
2024,TX,Knox City,287,1724,3615,Other
2024,TX,Kosse,3385,12427,23635,Other
2024,TX,Kountze,5970,44613,71466,Other
2024,TX,Kress,663,3137,6201,Other
2024,TX,Krugerville,353554,465295,1123012,Other
2024,TX,Krum,353554,465295,1123012,Other
2024,TX,Kurten,60767,103052,227737,Other
2024,TX,Kyle,120969,107141,315249,Other
2024,TX,La Blanca,186511,192036,667064,Other
2024,TX,La Carla,12014,16402,52971,Other
2024,TX,La Chuparosa,12014,16402,52971,Other
2024,TX,La Coma,54904,56103,215284,Other
2024,TX,La Escondida,12014,16402,52971,Other
2024,TX,La Esperanza,12014,16402,52971,Other
2024,TX,La Feria,96351,105792,355898,Other
2024,TX,La Feria North,96351,105792,355898,Other
2024,TX,La Grange,4252,18189,31860,Other
2024,TX,La Grulla,12014,16402,52971,Other
2024,TX,La Homa,186511,192036,667064,Other
2024,TX,La Joya,186511,192036,667064,Other
2024,TX,La Loma de Falcon,12014,16402,52971,Other
2024,TX,La Marque,104478,185942,408036,Other
2024,TX,La Minita,12014,16402,52971,Other
2024,TX,La Paloma,96351,105792,355898,Other
2024,TX,La Paloma Addition,14075,30533,71202,Other
2024,TX,La Paloma Ranchettes,12014,16402,52971,Other
2024,TX,La Paloma-Lost Creek,96031,120183,342501,Other
2024,TX,La Porte,1455904,1297052,4293526,Other
2024,TX,La Presa,54904,56103,215284,Other
2024,TX,La Pryor,3333,2342,11346,Other
2024,TX,La Puerta,12014,16402,52971,Other
2024,TX,La Rosita,12014,16402,52971,Other
2024,TX,La Tina Ranch,96351,105792,355898,Other
2024,TX,La Vernia,11340,38054,66603,Other
2024,TX,La Victoria,12014,16402,52971,Other
2024,TX,La Villa,186511,192036,667064,Other
2024,TX,La Ward,1552,9635,16280,Other
2024,TX,LaCoste,12684,32218,63495,Other
2024,TX,Lackland AFB,747781,603686,2069815,Other
2024,TX,Lacy-Lakeview,59389,112593,260943,Other
2024,TX,Ladonia,4548,23772,41560,Other
2024,TX,Lago,96351,105792,355898,Other
2024,TX,Lago Vista,740017,306555,1527041,Other
2024,TX,Laguna Heights,96351,105792,355898,Other
2024,TX,Laguna Park,2602,13636,23349,Other
2024,TX,Laguna Seca,186511,192036,667064,Other
2024,TX,Laguna Vista,96351,105792,355898,Other
2024,TX,Lake Bridgeport,10075,59557,94530,Other
2024,TX,Lake Brownwood,3642,25480,42557,Other
2024,TX,Lake Bryan,60767,103052,227737,Other
2024,TX,Lake Cherokee,7411,30057,56198,Other
2024,TX,Lake City,14075,30533,71202,Other
2024,TX,Lake Colorado City,615,3784,7066,Other
2024,TX,Lake Dallas,353554,465295,1123012,Other
2024,TX,Lake Dunlap,54057,99871,217117,Other
2024,TX,Lake Jackson,118863,177854,415734,Other
2024,TX,Lake Kiowa,5690,28989,50905,Other
2024,TX,Lake Medina Shores,4692,20246,32842,Other
2024,TX,Lake Meredith Estates,1565,13036,21780,Other
2024,TX,Lake Tanglewood,23522,98301,168128,Other
2024,TX,Lake View,9430,16238,44951,Other
2024,TX,Lake Worth,692730,771904,2152946,Other
2024,TX,Lakehills,4692,20246,32842,Other
2024,TX,Lakeport,23687,60601,123715,Other
2024,TX,Lakeshore Gardens-Hidden Acres,14075,30533,71202,Other
2024,TX,Lakeside,692730,771904,2152946,Other
2024,TX,Lakeside City,917,8137,12169,Other
2024,TX,Lakeway,740017,306555,1527041,Other
2024,TX,Lakewood Village,353554,465295,1123012,Other
2024,TX,Lamar,5263,18743,33067,Other
2024,TX,Lamesa,1119,4941,10349,Other
2024,TX,Lampasas,4026,16314,28403,Other
2024,TX,Lancaster,915104,570084,2344010,Other
2024,TX,Lantana,353554,465295,1123012,Other
2024,TX,Laredo,54904,56103,215284,Other
2024,TX,Las Lomas,12014,16402,52971,Other
2024,TX,Las Lomitas,1450,1139,5139,Other
2024,TX,Las Palmas II,96351,105792,355898,Other
2024,TX,Las Quintas Fronterizas,10867,15428,51839,Other
2024,TX,Lasana,96351,105792,355898,Other
2024,TX,Lasara,4392,4657,17322,Other
2024,TX,Latexo,3559,12310,23355,Other
2024,TX,Laughlin AFB,9430,16238,44951,Other
2024,TX,Laureles,96351,105792,355898,Other
2024,TX,Lavon,412218,519368,1287909,Other
2024,TX,Lawn,24419,74083,146195,Other
2024,TX,League City,104478,185942,408036,Other
2024,TX,Leakey,575,2978,4688,Other
2024,TX,Leander,274807,285567,763030,Other
2024,TX,Leary,16345,47693,99688,Other
2024,TX,Lefors,1452,11811,19971,Other
2024,TX,Leming,8931,23119,50825,Other
2024,TX,Leon Valley,747781,603686,2069815,Other
2024,TX,Leona,1719,13547,21792,Other
2024,TX,Leonard,4548,23772,41560,Other
2024,TX,Leroy,59389,112593,260943,Other
2024,TX,Levelland,2271,11603,22049,Other
2024,TX,Lewisville,353554,465295,1123012,Other
2024,TX,Lexington,2838,11976,20657,Other
2024,TX,Liberty,10399,45848,86076,Other
2024,TX,Liberty City,23687,60601,123715,Other
2024,TX,Liberty Hill,274807,285567,763030,Other
2024,TX,Lincoln Park,353554,465295,1123012,Other
2024,TX,Lindale,50030,136853,267511,Other
2024,TX,Linden,4185,20927,36026,Other
2024,TX,Lindsay,5690,28989,50905,Other
2024,TX,Linn,186511,192036,667064,Other
2024,TX,Lipan,11086,55268,88780,Other
2024,TX,Lipscomb,180,1747,3094,Other
2024,TX,Little Elm,353554,465295,1123012,Other
2024,TX,Little River-Academy,96159,133602,373408,Other
2024,TX,Littlefield,1124,5332,12071,Other
2024,TX,Live Oak,747781,603686,2069815,Other
2024,TX,Liverpool,118863,177854,415734,Other
2024,TX,Livingston,8980,35286,68891,Other
2024,TX,Llano,4887,20478,32284,Other
2024,TX,Llano Grande,186511,192036,667064,Other
2024,TX,Lockhart,11909,15966,43122,Other
2024,TX,Lockney,608,3051,5778,Other
2024,TX,Log Cabin,12433,56352,98418,Other
2024,TX,Lolita,1552,9635,16280,Other
2024,TX,Loma Grande,3333,2342,11346,Other
2024,TX,Loma Linda,14075,30533,71202,Other
2024,TX,Loma Linda East,9672,12992,39764,Other
2024,TX,Loma Linda West,12014,16402,52971,Other
2024,TX,Loma Vista,12014,16402,52971,Other
2024,TX,Lometa,4026,16314,28403,Other
2024,TX,Lone Oak,17552,62320,120212,Other
2024,TX,Lone Star,2190,7001,14428,Other
2024,TX,Longoria,12014,16402,52971,Other
2024,TX,Longview,23687,60601,123715,Other
2024,TX,Loop,915,10593,16943,Other
2024,TX,Lopezville,186511,192036,667064,Other
2024,TX,Lopeño,3225,5069,13089,Other
2024,TX,Loraine,615,3784,7066,Other
2024,TX,Lorena,59389,112593,260943,Other
2024,TX,Lorenzo,716,2248,5539,Other
2024,TX,Los Altos,54904,56103,215284,Other
2024,TX,Los Alvarez,12014,16402,52971,Other
2024,TX,Los Arcos,54904,56103,215284,Other
2024,TX,Los Barreras,12014,16402,52971,Other
2024,TX,Los Ebanos,12014,16402,52971,Other
2024,TX,Los Fresnos,96351,105792,355898,Other
2024,TX,Los Huisaches,54904,56103,215284,Other
2024,TX,Los Indios,96351,105792,355898,Other
2024,TX,Los Minerales,54904,56103,215284,Other
2024,TX,Los Nopalitos,54904,56103,215284,Other
2024,TX,Los Veteranos I,54904,56103,215284,Other
2024,TX,Los Veteranos II,12014,16402,52971,Other
2024,TX,Los Ybanez,1119,4941,10349,Other
2024,TX,Lost Creek,740017,306555,1527041,Other
2024,TX,Lott,2768,7203,16906,Other
2024,TX,Louise,7030,23122,43060,Other
2024,TX,Lovelady,3559,12310,23355,Other
2024,TX,Lowry Crossing,412218,519368,1287909,Other
2024,TX,Lozano,96351,105792,355898,Other
2024,TX,Lubbock,67441,160282,324533,Other
2024,TX,Lucas,412218,519368,1287909,Other
2024,TX,Lueders,1449,9677,17909,Other
2024,TX,Lufkin,14246,46949,90775,Other
2024,TX,Luling,11909,15966,43122,Other
2024,TX,Lumberton,5970,44613,71466,Other
2024,TX,Lyford,4392,4657,17322,Other
2024,TX,Lytle,8931,23119,50825,Other
2024,TX,Mabank,44035,79168,178590,Other
2024,TX,Macdona,747781,603686,2069815,Other
2024,TX,Madisonville,1695,8063,14006,Other
2024,TX,Magnolia,147859,404096,766102,Other
2024,TX,Malakoff,12433,56352,98418,Other
2024,TX,Malone,5082,23888,43857,Other
2024,TX,Manchaca,740017,306555,1527041,Other
2024,TX,Manor,740017,306555,1527041,Other
2024,TX,Mansfield,692730,771904,2152946,Other
2024,TX,Manuel Garcia,12014,16402,52971,Other
2024,TX,Manvel,118863,177854,415734,Other
2024,TX,Marathon,3407,4458,12083,Other
2024,TX,Marble Falls,11208,39898,67751,Other
2024,TX,Marfa,2300,1166,6453,Other
2024,TX,Marietta,4185,20927,36026,Other
2024,TX,Marion,54057,99871,217117,Other
2024,TX,Markham,5738,17867,35923,Other
2024,TX,Marlin,2768,7203,16906,Other
2024,TX,Marquez,1719,13547,21792,Other
2024,TX,Marshall,13208,41646,77885,Other
2024,TX,Mart,59389,112593,260943,Other
2024,TX,Martindale,11909,15966,43122,Other
2024,TX,Mason,800,3856,5833,Other
2024,TX,Matador,61,1058,1504,Other
2024,TX,Matagorda,5738,17867,35923,Other
2024,TX,Mathis,14075,30533,71202,Other
2024,TX,Maud,16345,47693,99688,Other
2024,TX,Mauriceville,10600,54817,92910,Other
2024,TX,Maypearl,61445,118218,248557,Other
2024,TX,McAllen,186511,192036,667064,Other
2024,TX,McCamey,266,2074,3433,Other
2024,TX,McDade,29061,42001,102055,Other
2024,TX,McGregor,59389,112593,260943,Other
2024,TX,McKinney,412218,519368,1287909,Other
2024,TX,McKinney Acres,1407,9412,16882,Other
2024,TX,McLean,1452,11811,19971,Other
2024,TX,McLendon-Chisholm,33518,81236,151271,Other
2024,TX,McQueeney,54057,99871,217117,Other
2024,TX,Meadow,990,4972,9861,Other
2024,TX,Meadowlakes,11208,39898,67751,Other
2024,TX,Meadows Place,332689,321165,934297,Other
2024,TX,Medina,3225,5069,13089,Other
2024,TX,Megargel,917,8137,12169,Other
2024,TX,Melissa,412218,519368,1287909,Other
2024,TX,Melvin,795,5347,8976,Other
2024,TX,Memphis,249,1673,3050,Other
2024,TX,Menard,296,1561,2567,Other
2024,TX,Mentone,18,154,227,Other
2024,TX,Mercedes,186511,192036,667064,Other
2024,TX,Meridian,2602,13636,23349,Other
2024,TX,Merkel,24419,74083,146195,Other
2024,TX,Mertens,5082,23888,43857,Other
2024,TX,Mertzon,173,1391,2100,Other
2024,TX,Mesquite,915104,570084,2344010,Other
2024,TX,Mexia,3385,12427,23635,Other
2024,TX,Mi Ranchito Estate,12014,16402,52971,Other
2024,TX,Miami,37,925,1304,Other
2024,TX,Midland,20124,84436,158667,Other
2024,TX,Midlothian,61445,118218,248557,Other
2024,TX,Midway,1695,8063,14006,Other
2024,TX,Midway North,186511,192036,667064,Other
2024,TX,Midway South,186511,192036,667064,Other
2024,TX,Miguel Barrera,12014,16402,52971,Other
2024,TX,Mikes,12014,16402,52971,Other
2024,TX,Mila Doce,186511,192036,667064,Other
2024,TX,Milam,990,8811,14059,Other
2024,TX,Milano,4136,15935,28435,Other
2024,TX,Mildred,7852,25427,53009,Other
2024,TX,Miles,723,5985,10902,Other
2024,TX,Milford,61445,118218,248557,Other
2024,TX,Miller's Cove,3890,13943,28369,Other
2024,TX,Millican,60767,103052,227737,Other
